bjd,rv,e_rv,pre_rv,pre_e_rv,sn18,exptime,berv,qprog,airmass,filename,dLW,e_dLW,crx,e_crx,ln_order_center,irt_ind1,irt_ind1_e,irt_ind2,irt_ind2_e,irt_ind3,irt_ind3_e
2458690.916963935,28.769962786243365,20.022154564390497,-12.432213694824412,10.663630994551827,31.146610260009766,308.85,19.803760127775423,PSU19-2-008,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190726/0023/Slope-20190726T095012_R01.optimal.fits,-63.60703210044109,54.831368743654295,-1249.7597162464342,580.6491632992302, ,0.9628421209931645,0.09502593947825905,0.769433634216936,0.10349959223155407,0.6329928717128098,0.06477745881474858
2458691.8967844783,73.89467688629382,65.71891957629836,160.52931073570576,9.064470668023478,11.318046569824219,308.85,19.489326972397162,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0013/Slope-20190727T092103_R01.optimal.fits,-336.764357774696,184.89897442384836,-1079.6523158165628,1501.8686207415544,9,0.8256082154338374,0.24881182636410687,0.6313851108088451,0.33018023006418273,0.8742411424804764,0.27941540393004577
2458691.9008585615,-8.582533126658264,62.34077993803424,-111.19221742195008,7.047850196460633,12.022576332092285,308.85,19.477613406832322,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0014/Slope-20190727T092645_R01.optimal.fits,-308.9319331792692,174.82780070428305,-566.2374003496691,1508.687314379723,.,0.7789833967766361,0.24198366639942245,0.5618412429063868,0.31262010691827974,0.684867576134921,0.17209824798912074
2458691.904774836,-82.81682278575505,51.506408013456955,17.930327082923146,8.43034219003027,14.099489212036133,308.85,19.46633755959391,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0015/Slope-20190727T093226_R01.optimal.fits,-308.1318721121614,144.36440427690331,322.4820052624776,1138.8299436783122,0,0.5080695967554439,0.3980277569424117,0.03994731475844662,2.1314271469831683,1.003840634951627,0.2370495052240483
2458691.9085643427,3.192361146862322,49.96772693598544,4.494215308734693,7.131490027133627,14.293722152709961,308.85,19.455417482610454,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0016/Slope-20190727T093807_R01.optimal.fits,-382.2182834426047,140.59280833908772,1814.8032864522586,996.7653207662303,5,1.0138874288570914,0.534682167771716,0.8157562113860178,0.22396071633842232,0.31352570923973566,0.2298042676732959
2458691.912676228,-15.140204729755233,48.39935503064991,-46.76359018439782,8.797763536121906,14.578895568847656,308.85,19.443564540500866,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0017/Slope-20190727T094348_R01.optimal.fits,-206.2795038645758,134.8234931537105,1032.063642170723,1682.5434203736038,8,1.476891789257814,0.3116932595908403,0.45031026456692147,0.15822216636267186,0.8421102096812036,0.15123284951198765
2458691.916527011,4.6442219754188985,49.64166518748203,332.243267288352,10.0117117446947,14.100473403930664,308.85,19.43246658484696,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0018/Slope-20190727T094934_R01.optimal.fits,-597.308930729285,141.4304399146181,1137.1405079312287,661.5534264714864,6,0.7291498914168397,0.25751288257944177,0.5036921390267661,0.3471926121058919,1.5826197995765612,0.4818671847421243
2458691.92053735,-32.49934495393252,51.479751119117076,-186.74751320162142,10.171817441546123,13.821229934692383,308.85,19.420917459346466,PSU19-2-001,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190727/0019/Slope-20190727T095510_R01.optimal.fits,-172.35017623109002,143.33904103950056,-331.9617822936328,820.5220986328951,4,2.1841340566789333,1.0110582672107509,0.41999555456521215,0.33745127890065607,0.8674356017485695,0.20860541311503963
2458695.8881023494,65.07222339050324,50.67051716098439,26.43693574014912,14.012994204703762,14.541193008422852,308.85,17.96298552240798,PSU19-2-008,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190731/0010/Slope-20190731T090808_R01.optimal.fits,-253.81555826840986,141.563539354107,460.315028012174,1472.6014674603916,2,0.6580366207727004,0.16963169982202547,0.09035393556617076,0.3195366719957285,0.6562330902799994,0.2111945160044395
2458695.8920389074,-82.96613053640539,52.85842042359588,-323.6510417350432,9.812651247711532,13.594362258911133,308.85,17.95156268445759,PSU19-2-008,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190731/0011/Slope-20190731T091349_R01.optimal.fits,-194.90650394899225,146.4878398173817,-760.2961383185382,1143.5542837710032,2,1.171968788697523,0.2034562597341594,0.9558447414134176,0.5213890192618778,0.90213372560869,0.3549510074238304
2458695.8959615743,-21.291433424591943,52.703780127943695,53.96739247680475,10.180530980107728,13.772285461425781,308.85,17.940167309311914,PSU19-2-008,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190731/0012/Slope-20190731T091930_R01.optimal.fits,-282.8793296829565,147.38142136347807,-341.98623899341044,1089.7747347967118,7,0.9127820132954736,0.38945915660886626,0.5280368549008261,0.4041631882882489,0.93799581436412,0.17074936451126538
2458695.899910449,-73.29397738613548,50.453500526530554,-53.1729407608665,8.7239686370846,14.572219848632812,308.85,17.92868894811088,PSU19-2-008,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190731/0013/Slope-20190731T092512_R01.optimal.fits,-396.0458108573336,141.75376650089177,270.5947206524462,1030.3396482766545, ,0.626220203672136,0.4353658390142756,0.3907891338134469,0.33727222532332485,0.56916807953334,0.23494024190748253
2458695.903734942,-89.46408463487147,59.13208402940966,38.12233842950697,8.97369269201894,12.552711486816406,308.85,17.917571360629182,PSU19-2-008,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190731/0014/Slope-20190731T093052_R01.optimal.fits,-245.72059544910178,164.98788512467254,-2241.1287991835916,1788.6147107872475,9,1.1938465245676186,0.3946981360382259,-0.20883386285411912,-0.41420741840963954,0.5284359190170015,0.3068132639905026
2458728.8020808585,-13.742073975800148,33.06083990834861,16.77224306402463,10.002538724833563,19.156169891357422,308.85,2.911008340140141,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190902/0035/Slope-20190902T070231_R01.optimal.fits,-381.7195695750637,93.00412832292064,-672.8196396887732,881.0455529170729,.,0.7484165506027193,0.16324941313733612,0.5267725383724905,0.20954914664686752,0.7495728162055033,0.11054699414794168
2458728.805591421,-19.568735509627103,58.99617149036077,-31.045825726171685,7.733917535504783,11.694196701049805,308.85,2.9004296440248205,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190902/0036/Slope-20190902T070812_R01.optimal.fits,-371.59078054712296,166.70351755621638,2765.3043253148885,1809.2650853593034,0,0.6726445292650088,0.35439405956994985,0.19091497227427442,0.40311776735948607,2.996683578714275,1.5533848679034348
2458731.7886719084,-7.158024007446978,50.85400390513748,-115.83319492449334,7.3342095987466065,13.944842338562012,308.85,1.4213151641994979,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190905/0006/Slope-20190905T064259_R01.optimal.fits,-382.96300794376583,144.5421931057054,-902.238358060118,1477.577799012457,7,1.4549816892293985,0.41443009172555106,1.2567213681307476,0.267910572214354,1.0083878831487723,0.1773638114397274
2458731.7924888735,-17.419381494400692,29.45097657849715,-94.16701127611121,9.475782463201316,21.42123031616211,308.85,1.4098288741676155,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190905/0007/Slope-20190905T064846_R01.optimal.fits,-266.85996989137413,82.68377248143807,-356.62404986407654,562.5595309922992,2,0.9200667478987121,0.17837080457645774,0.29931970345483544,0.19643220104845113,0.8924079713211187,0.14234199682088527
2458731.796344532,-9.475428970054358,31.60258662290708,-39.12695263905205,10.11867818916651,19.793010711669922,308.85,1.3982103075924108,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190905/0008/Slope-20190905T065427_R01.optimal.fits,-327.7566696036598,89.07148713944183,760.7618743252525,468.77545464562263,8,1.4398907524633633,0.19386274715125523,1.1129128973251523,0.3836358269468597,0.41336724904251126,0.18541211616755274
2458731.80023072,5.538792762041241,30.160306472356158,-326.2667332380799,10.125379599270216,21.394939422607422,308.85,1.3864894158970338,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190905/0009/Slope-20190905T070002_R01.optimal.fits,-359.0945335141296,85.05577361271892,61.50810952583983,909.2622519784456,2,0.5245687564830367,0.1828810450029492,0.8263084044517276,0.15887631429431487,0.6944727442721309,0.11125802211935454
2458731.804391024,50.24598747044615,53.292749504122256,-541.0600906332176,7.1049141982553445,12.65432357788086,308.85,1.3739369069371161,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190905/0010/Slope-20190905T070548_R01.optimal.fits,-635.3176782150268,152.68433890710784,2556.425742112845,1629.4667339390185,7,1.3049473358448358,0.24262310808736962,-9.28554534277136,-54.02249188029497,0.6722849652437265,0.2183736965378963
2458731.8083498976,-42.77703863689527,34.82588713875419,-289.46220808210876,9.706299889735462,18.878787994384766,308.85,1.3619938960116764,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190905/0011/Slope-20190905T071129_R01.optimal.fits,-271.735949807256,97.87225370033116,-1426.0096441624632,650.010328389816,0,0.7114854809226213,0.25463878372129256,0.03240775387587469,0.2024385345086418,0.31060841320259946,0.23084487738014794
2458743.757732441,10.758203430110093,37.17568400152154,-383.5305391236041,10.729451542115513,16.889358520507812,308.85,-4.597280635078196,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190917/0018/Slope-20190917T055831_R01.optimal.fits,-104.01639346456508,103.05129645009004,364.47131117521394,977.4137640598817,6,1.2458149556453597,0.3281698971331856,0.4800854217387437,0.18290182365043098,0.6927323714531377,0.11935569812366524
2458743.761526614,-34.589099405532636,22.96032839303984,142.8113074470475,6.082111087834217,25.862415313720703,308.85,-4.608693317355204,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190917/0019/Slope-20190917T060411_R01.optimal.fits,-190.7034750615161,63.592001899847716,-523.9162732808134,579.8554379250298,"
",0.9054054885079984,0.10723109427201695,0.7615876029091818,0.0910422552323538,0.6054861792154638,0.10725431848077104
2458743.7654580707,24.048109832156182,27.649711378075096,-239.05836873419136,11.033982141291863,22.24986457824707,308.85,-4.620532317643205,PSU19-3-003,,/gpfs/group/cfb12/default/HPFData/Processed/WavelengthCalibrated_e2ds/20190917/0020/Slope-20190917T060958_R01.optimal.fits,-61.323683934369484,76.08953937488589,561.5139826921645,703.3313322228254, ,0.5951794866092844,0.17656316494586055,0.3927904242426926,0.15225476491874157,0.3145538332343812,0.11336552587034558
